fileName,surfaceArea,compactness,boundingBoxVolume,diameter,eccentricity,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8
m964.off,0.466043919,0.308217843,0.364514388,1.030554394,15.47794749,3864,2802,1966,1599,1335,1124,849,411,2600,2175,714,342,1290,3323,2772,734,1730,3062,2371,1592,2098,1982,958,157,644,2490,3830,3361,2173,1067,341,44,1124,3805,4408,2941,1245,355,67,5
m979.off,0.65221807,0.935152342,0.210647801,1.013249687,10.52712174,314,207,201,225,123,80,64,22,6,50,106,101,107,76,132,658,148,411,223,169,117,109,56,3,101,219,288,273,198,112,39,6,115,238,271,280,177,102,46,7
m977.off,0.467134565,0.160538814,0.598831367,1.150247909,25.45435612,438,228,200,210,149,105,107,69,76,88,103,62,94,405,449,229,533,108,102,89,136,279,103,156,353,324,408,182,98,75,57,9,343,507,330,183,91,28,16,8
m948.off,4.856869019,23.12039121,1.377624178,1.619991709,1.765052034,674,920,1280,787,550,236,97,53,58,63,376,983,1585,52,0,1480,335,252,442,515,1195,870,821,167,388,418,455,580,796,974,768,218,449,933,741,770,706,651,327,20
m970.off,0.488593421,0.215637494,0.261835016,1.119919707,15.38696728,308,330,248,186,130,115,72,27,16,30,103,179,330,286,354,118,113,287,320,289,219,134,44,10,104,307,392,331,173,75,29,5,81,296,373,338,189,105,26,8
m971.off,0.955999093,3.001105793,0.320248662,1.010064207,7.702908657,756,603,863,563,400,255,164,68,102,171,312,583,2006,427,68,3,633,230,341,688,1203,451,77,49,1207,208,330,396,526,521,398,86,1853,218,375,390,341,326,135,34
m985.off,2.904583706,45.6165096,0.223672544,1.118635847,13.94916279,11255,12269,8537,6312,4780,3815,2811,1054,124,163,49,306,2618,14473,18922,14178,16729,22405,8500,2608,396,166,21,8,12310,26710,9376,2022,371,39,4,1,9609,26366,12169,2319,321,44,4,1
m976.off,1.20532644,4.299162403,0.535118169,1.068207179,1.68355725,171,318,322,181,134,83,37,26,14,123,235,359,243,176,105,17,153,358,397,245,85,22,6,6,52,177,332,340,217,98,41,15,78,223,344,307,192,79,39,10
m978.off,1.146826788,5.320452357,0.216792674,1.005598493,28.74250126,950,713,490,380,311,248,213,106,185,179,209,183,664,915,916,160,749,1227,566,314,266,203,72,14,362,934,926,596,352,178,51,12,286,989,1063,654,305,83,24,7
m31.off,1.240650257,4.518045314,0.226138336,1.074814163,14.00384481,394,341,276,254,233,173,90,41,76,130,199,218,307,251,378,243,171,319,328,172,146,215,320,131,50,191,273,283,368,386,210,41,91,244,388,379,349,230,101,20
m36.off,2.038942683,3.456396273,1.28799299,1.440784563,9.70684779,326,197,153,293,179,81,46,14,225,138,129,25,25,380,364,3,231,305,110,100,469,70,1,3,257,289,171,308,233,25,2,4,234,311,350,184,152,46,10,2
m6.off,1.940499526,6.453288948,0.443929492,1.266660938,3.786828633,1711,2225,1755,1307,945,655,406,180,351,848,1706,1664,1894,1570,989,162,669,1824,2037,1975,1375,837,399,68,346,1695,2610,2335,1361,603,201,33,605,2440,2842,1952,944,316,71,14
m96.off,0.807361734,1.554931883,0.160580287,1.035736573,25.52809892,1266,1022,805,778,572,378,242,106,157,262,410,469,1309,2240,254,68,1037,832,482,1011,562,562,602,81,507,937,915,1005,784,511,364,146,425,1114,1191,1062,746,425,169,37
m91.off,0.886050721,1.57689371,0.271919658,1.082503595,16.12218414,384,296,281,236,197,129,58,33,60,130,84,120,259,618,99,244,178,230,163,262,240,261,111,169,71,231,289,339,316,192,136,40,65,248,366,375,262,157,104,37
m65.off,0.74002519,1.391097561,0.232280479,1.010176929,14.27028174,239,205,197,137,95,74,43,14,208,450,307,27,1,4,5,2,230,312,212,161,71,7,8,3,94,307,330,181,66,20,5,1,63,189,279,245,130,68,21,9
m98.off,0.838434366,1.616277559,0.171260736,1.048694534,21.23360376,978,848,595,665,506,348,186,69,155,280,431,518,1070,1637,44,60,574,693,485,974,507,441,457,64,231,556,759,903,716,526,372,132,216,672,975,952,670,457,221,32
m53.off,0.45264625,0.333808348,0.042363946,1.00222152,62.14287208,5857,3442,2111,1720,1472,1459,1586,762,1166,6151,6530,3288,634,213,206,221,4323,4500,3371,3605,1733,518,262,97,1528,4049,4897,3996,2483,1189,251,16,1190,4022,4744,4084,2823,1280,242,24
m54.off,0.583734351,0.544505641,0.071035434,1.048997261,42.9663123,5846,3553,2015,1564,1266,1624,1690,585,520,2964,5586,3120,4213,1130,326,284,3596,4390,2929,2570,2437,1387,617,217,1386,3392,4096,4214,2933,1599,479,44,1210,3577,4615,4101,2727,1408,437,68
m55.off,0.504504249,0.447797157,0.059958841,1.007517623,47.76019811,6160,3613,2290,1836,1607,1664,1725,610,577,3796,4519,6884,2987,271,251,220,5028,4524,2632,3417,2108,1215,429,152,2101,4405,4949,4367,2275,1046,330,32,1622,4553,5167,4051,2658,1191,248,15
m99.off,1.120813831,3.871785098,0.174369795,1.048210871,14.47008561,360,321,224,206,146,115,59,19,109,139,125,132,216,329,326,74,139,251,252,243,175,119,184,87,110,205,290,362,272,147,50,14,77,217,281,291,303,186,75,20
m90.off,1.41918215,7.253724225,0.376614476,1.062329779,5.84041482,295,449,339,326,192,106,55,21,94,113,192,136,216,291,523,218,145,173,259,361,424,147,168,106,57,166,284,362,407,315,151,41,79,268,393,413,310,211,86,23
m97.off,0.817601318,1.418296004,0.183499756,1.058384418,21.06180646,848,770,578,528,373,261,172,71,156,266,369,403,852,1347,146,62,465,586,427,834,513,371,365,40,183,447,649,829,622,451,330,90,164,580,795,794,672,409,161,26
m63.off,2.17342433,7.233316349,1.047256329,1.315274736,3.036364702,237,246,187,157,106,106,55,18,311,306,231,148,33,39,32,12,135,268,205,207,163,89,37,8,131,240,263,196,146,89,32,15,133,289,272,227,139,39,10,3
m41.off,0.383934228,0.007410967,0.064367349,1.74107066,47.85209262,582,376,185,167,141,124,140,109,149,475,361,244,204,207,122,62,313,504,424,317,141,82,31,12,158,465,476,387,220,91,24,3,170,524,531,345,174,60,17,3
m84.off,0.115418131,0.005597958,0.002543002,1.000305221,1997.671299,1077,338,286,254,192,164,204,262,76,63,53,373,1389,38,13,772,1307,105,96,82,88,83,75,941,483,343,278,414,467,347,304,141,202,524,524,556,503,306,131,31
m77.off,0.706166286,0.883335333,0.211157558,1.064387295,28.47071101,4319,2001,906,848,771,887,1298,548,1579,2143,2462,701,1505,1188,1839,161,2103,2878,2497,1632,1455,687,257,69,1495,2884,3052,2606,1106,342,73,20,1665,3671,3213,1930,813,230,48,8
m76.off,0.482985698,0.308012898,0.145795841,1.04923502,27.61455285,485,265,212,196,145,121,109,50,256,231,239,680,27,43,66,41,403,320,308,153,145,100,103,51,187,298,383,349,218,95,39,14,188,406,449,352,137,37,9,5
m82.off,0.746096296,0.405097452,0.695641623,1.245865949,2.499296968,795,909,834,667,421,282,159,77,350,683,1157,1076,165,116,138,459,357,460,622,900,914,409,385,97,441,879,868,866,640,334,87,29,523,1320,1039,580,370,199,89,24
m49.off,2.487050326,26.75128131,0.80897282,1.131406444,5.898504367,490,439,416,385,259,184,109,42,28,54,115,277,378,505,516,451,544,469,221,224,271,322,203,70,393,561,510,337,239,158,85,41,461,694,535,323,187,77,37,10
m85.off,0.711212303,0.72286161,0.318508021,1.104479254,5.263351931,429,436,348,270,219,151,92,36,212,113,708,317,196,47,137,251,152,327,371,369,341,229,128,64,160,276,311,417,361,225,131,100,219,495,424,341,244,164,76,18
m40.off,0.343174803,0.069152916,0.075511716,1.134461441,7.76725507,635,607,417,352,242,201,156,74,287,687,899,236,206,197,110,62,492,805,593,485,205,54,38,12,340,650,623,472,351,181,53,14,329,720,671,464,272,151,61,16
m25.off,0.413483062,0.081327217,0.470351616,1.212057814,3.767254747,267,275,223,185,129,104,43,23,713,280,110,44,50,2,48,2,377,269,298,162,94,29,16,4,283,362,245,177,118,44,18,2,281,384,266,157,74,45,35,7
m92.off,0.794897717,1.405730299,0.211684549,1.045135059,20.05715681,470,384,329,284,234,136,101,33,89,101,137,117,174,408,608,337,257,263,167,353,363,260,114,194,141,258,351,388,339,199,200,95,123,346,422,413,286,205,120,56
m66.off,1.595075709,12.4630697,0.214889069,1.029090587,14.97659782,1048,750,622,573,408,367,248,100,176,923,1319,333,1025,200,80,60,599,887,671,391,827,583,129,29,261,671,806,813,784,497,253,31,357,939,1038,761,574,329,107,11
m57.off,0.494480509,0.427959379,0.047361762,1.005019812,73.34694798,5770,3698,2319,1739,1601,1539,1543,669,1541,5970,7351,2920,444,257,184,211,4338,4422,3493,3923,1739,594,289,80,1686,4201,5229,3802,2357,1322,261,20,1177,3651,4766,4144,2967,1688,458,27
m5.off,1.21971209,3.544840638,0.290944123,1.109676369,5.133961773,925,1088,876,662,495,347,246,71,135,649,880,812,1698,237,188,111,447,1168,1143,907,597,356,70,22,292,1177,1396,1132,506,174,30,3,372,1230,1450,1033,440,139,37,9
m2.off,0.59399096,0.49900099,0.238615553,1.073676569,7.861079358,850,798,522,359,386,282,218,80,372,413,333,714,973,322,192,176,449,788,874,627,412,260,61,24,261,770,946,771,468,194,68,17,363,920,1004,688,339,135,38,8
m32.off,0.637373972,0.89297476,0.164182776,1.009387117,10.52009354,222,225,218,186,130,81,41,26,198,118,340,398,34,12,12,17,174,175,190,254,244,60,16,16,102,192,268,273,143,78,58,15,67,183,245,237,179,103,80,35
m56.off,0.499101064,0.308522506,0.056161825,1.06630202,58.30791168,1877,1085,694,512,440,468,511,227,184,1205,1258,2275,699,68,64,61,1924,1207,675,957,613,297,107,34,764,1587,1542,1166,479,212,57,7,475,1237,1461,1175,815,435,190,26
m94.off,0.6315859,0.875750698,0.121311323,1.008060483,31.10617551,832,715,431,497,387,254,146,70,145,343,290,1082,733,670,50,19,605,407,384,825,405,253,436,17,294,579,752,701,358,456,160,32,279,694,795,646,468,344,98,8
m60.off,0.628421333,0.583918204,0.136321392,1.075805887,30.749144,444,327,215,161,134,146,130,49,146,417,262,364,299,61,28,29,254,425,367,202,177,91,61,29,71,251,395,395,297,135,54,8,101,285,391,375,279,134,35,6
m67.off,0.531290513,0.322885151,0.09413118,1.091838684,86.05599789,4262,2802,1667,1287,1128,1195,1179,480,68,2113,2406,2914,2365,1949,1337,848,2036,2913,2707,1988,1776,1426,820,334,746,2237,2826,2722,2609,2080,724,56,717,2811,4054,3481,1993,791,148,5
m33.off,1.55877678,10.53666599,0.361619292,1.046185157,4.562233912,520,658,686,576,364,203,100,37,605,580,572,251,929,199,0,8,258,540,756,660,584,332,11,3,109,313,574,732,692,440,225,59,168,497,734,790,549,316,75,15
m4.off,0.436457188,0.199730102,0.175231263,1.072088647,14.52153433,994,1029,694,483,410,339,273,124,445,771,836,590,937,405,241,121,399,1006,1193,901,490,208,110,39,394,1104,1322,931,434,130,28,3,372,1012,1284,952,457,196,57,16
m18.off,0.491265758,0.342223258,0.344884114,1.039777589,11.34758625,962,958,711,578,421,304,230,86,6,621,851,764,853,634,322,199,321,527,684,949,845,394,260,270,331,673,921,953,763,382,181,46,371,920,1000,920,616,291,116,16
m20.off,0.949321267,1.357485916,0.470596153,1.148817852,2.823464363,336,325,306,233,186,134,71,33,290,855,172,122,35,66,50,34,493,373,336,257,113,31,14,7,453,502,310,199,103,42,11,4,450,578,333,155,65,35,7,1
m29.off,0.498223044,0.410489669,0.118429826,1.015847835,8.999208308,650,561,492,526,405,189,109,40,616,1146,1136,38,16,0,0,20,676,759,720,716,68,20,1,12,406,675,749,679,264,150,42,7,341,660,658,595,351,227,125,15
m16.off,0.391221911,0.045767588,0.17626378,1.297534877,5.083256261,536,594,470,401,306,182,131,46,1194,1054,168,118,61,39,13,19,797,757,707,262,105,27,8,3,539,1028,646,330,93,25,4,1,431,906,674,365,189,72,25,4
m45.off,0.447169636,0.305502793,0.111644462,1.010960254,4.150634355,3507,3220,3078,2765,1886,1153,668,265,1761,5714,7332,612,449,247,240,187,4293,3716,6257,1495,628,119,24,10,3583,5522,3653,2259,1055,375,80,15,3887,5634,3734,1909,864,354,147,13
m89.off,1.443519163,2.555138592,0.415370939,1.274899622,18.21096622,3160,2629,1834,1611,1279,1031,735,236,1320,1544,845,1837,3321,2238,371,1039,2005,2028,1820,2292,1801,1152,810,607,928,2175,2869,2770,2078,989,543,163,893,2812,3369,2706,1624,818,257,36
m80.off,0.458635888,0.261876496,0.130599957,1.050473392,20.60570646,351,244,132,91,85,83,82,36,139,232,258,171,91,73,127,13,150,254,281,139,132,79,48,21,82,204,282,262,164,84,21,5,115,285,352,213,92,34,10,3
m10.off,1.107542597,1.521578477,0.176748764,1.217488738,19.93435021,432,253,176,152,116,112,83,38,183,45,75,733,95,27,136,68,305,249,306,280,116,66,32,8,350,327,240,244,125,46,24,6,264,412,293,158,100,91,31,13
m28.off,1.269764977,4.146407041,0.272655499,1.103020225,7.161738557,1198,1304,1085,969,677,431,266,128,1362,1588,529,257,662,1021,395,244,876,1501,1168,1324,947,112,70,60,499,1171,1303,1269,1010,495,211,100,536,1424,1459,1225,853,369,157,35
m17.off,0.376165881,0.087382653,0.227145888,1.142315198,5.995034806,318,309,264,258,207,127,41,24,155,393,0,0,118,794,0,88,266,166,582,260,224,15,33,2,241,272,291,268,370,84,13,9,273,454,298,193,195,103,25,7
m19.off,0.819653158,1.757513213,0.231109636,1.022505731,9.63407577,630,824,578,450,361,300,137,54,155,249,540,771,644,494,333,148,249,570,1057,612,517,150,152,27,156,583,797,940,520,259,66,13,181,671,900,806,494,202,66,14
m26.off,0.751489869,1.160222997,0.367941955,1.049232608,6.051697874,915,1304,1104,767,570,366,188,52,185,167,2124,1600,628,30,34,498,397,922,1398,1253,753,415,80,48,554,656,1300,1449,787,378,114,28,492,1095,1068,1178,839,472,99,23
m88.off,0.740320349,1.406751648,0.149286848,1.008495731,30.25963779,421,302,261,207,191,116,83,37,118,136,129,372,636,202,8,17,345,217,179,273,274,134,176,20,193,318,395,304,173,161,61,13,154,356,386,296,219,149,55,3
m1162.off,0.809691199,0.61671755,0.29527036,1.210075452,30.95925843,713,594,539,313,229,192,195,93,275,338,771,415,454,266,236,113,349,506,558,646,577,157,39,36,252,706,704,500,343,253,103,7,275,863,872,545,229,59,22,3
m1191.off,1.256949477,1.917383336,0.280310164,1.247980727,49.13034607,352,246,191,154,106,98,98,50,18,222,135,226,163,153,221,157,158,329,211,178,216,144,48,11,151,396,349,198,99,50,31,21,99,368,371,262,120,52,19,4
m1109.off,0.541734693,0.566902604,0.073352178,1.003788868,69.03823619,472,263,185,174,114,99,117,66,527,291,142,108,97,72,91,162,256,299,270,209,143,105,104,104,145,449,455,254,122,39,19,7,116,309,410,343,202,75,26,9
m1138.off,1.978031469,13.05099526,0.501280482,1.137216413,3.367552048,400,393,437,342,211,141,81,45,354,828,204,441,25,57,78,63,362,422,705,209,176,132,29,15,305,592,446,381,225,72,21,8,349,637,513,266,165,84,23,13
m1107.off,0.418745674,0.258516753,0.023365873,1.005913979,312.0691202,451,182,79,73,73,80,99,79,33,32,99,195,196,187,254,120,272,302,126,79,87,111,72,67,144,262,246,191,139,96,24,14,62,231,299,284,157,73,8,2
m1163.off,0.953755727,0.883269918,0.427363042,1.237001231,28.65762927,222,208,163,135,97,79,71,38,81,422,205,18,49,141,60,37,212,232,279,174,65,25,12,14,121,258,266,158,151,42,12,5,131,317,268,190,74,23,8,2
m1155.off,0.635345491,0.357795195,0.272292607,1.17372499,22.99591587,1010,695,471,486,350,290,265,113,423,263,46,424,1795,214,242,273,984,1295,698,375,220,62,35,11,1164,1127,1050,266,58,9,2,4,764,1375,944,387,166,36,4,4
m1152.off,1.049456828,1.711303809,0.436657978,1.162148328,13.54439745,814,750,645,632,350,279,195,61,70,285,840,340,1776,345,31,39,583,806,1117,750,256,142,46,26,739,645,967,875,372,97,20,11,552,978,747,637,585,169,45,13
m1139.off,1.326548161,3.859977231,0.245257357,1.140944484,6.097998923,572,714,534,464,302,187,114,33,439,482,713,773,289,58,74,92,349,772,832,609,276,62,12,8,189,594,871,688,347,159,59,13,228,606,818,680,388,171,24,5
m1106.off,0.657130006,1.010825339,0.017258556,1.003953092,664.1048152,735,253,213,150,117,139,161,131,331,431,196,173,196,135,213,224,532,496,142,25,188,299,147,70,304,418,464,342,171,142,33,25,95,337,517,453,322,124,43,8
m1108.off,0.49463949,0.431497887,0.021688623,1.003802809,673.8911783,963,238,139,135,139,159,179,234,82,845,341,114,354,283,107,60,619,366,77,93,517,335,146,33,343,583,553,319,188,116,68,16,289,595,541,389,221,96,49,6
m1130.off,1.56886212,9.527503334,0.398201489,1.067324134,3.929764726,413,572,448,345,225,149,97,46,130,229,318,498,300,264,362,194,137,372,491,521,427,212,94,41,190,529,615,529,295,99,30,8,220,537,612,506,265,112,39,4
m1115.off,0.209306678,0.033176237,0.013071543,1.001353638,44.17892209,453,208,117,131,103,99,102,71,541,146,378,108,55,34,18,4,475,315,306,109,24,21,26,8,61,251,333,339,191,58,35,16,37,153,282,324,282,142,51,13
m1123.off,1.236862164,5.567767143,0.208813599,1.036448198,3.735561043,217,174,204,182,117,64,42,15,195,205,292,199,6,44,37,37,197,424,152,101,103,36,0,2,148,304,304,140,87,19,6,7,146,313,236,167,83,46,19,5
m1170.off,1.494152064,9.669539461,0.134711629,1.03903512,59.25326757,1287,901,575,462,356,323,349,174,150,953,1445,807,558,377,99,38,541,997,1167,805,494,324,86,13,295,1157,1276,964,514,180,38,3,259,931,1310,1152,562,163,39,11
m1148.off,1.201792756,1.677029291,0.383630526,1.247838772,7.858783208,1397,1412,1042,858,570,471,355,128,1317,2067,1204,830,299,187,194,135,1163,1320,1931,955,619,166,61,18,929,1790,1670,1114,499,173,52,6,984,1958,1567,952,490,219,55,8
m1141.off,1.05912001,3.812658938,0.196343644,1.021570601,6.062386465,3216,2117,1688,1914,1270,767,564,283,4389,2952,1482,612,418,977,643,346,4416,2598,1850,1991,660,197,80,27,4187,3542,2216,1316,345,169,36,8,4741,3696,2024,951,277,104,23,3
m1179.off,0.637667569,0.438807013,0.18959689,1.136541672,109.5739907,478,189,95,86,84,78,86,107,55,220,207,274,286,111,38,12,311,222,152,155,161,124,66,12,138,367,368,183,64,46,26,11,199,514,310,130,41,8,0,1
m1146.off,0.828932464,0.892961823,0.346104213,1.15112164,32.487859,444,316,234,249,161,112,87,97,16,22,152,427,789,254,24,16,429,707,243,157,113,34,14,3,597,474,379,142,71,27,9,1,629,533,330,144,53,8,0,3
m1122.off,1.409973773,5.888517451,0.305531973,1.09632247,8.984422756,1459,1418,1214,983,735,466,298,131,90,771,2038,1105,1964,234,414,88,1210,2230,1565,632,412,289,265,101,1498,2392,1616,800,248,89,50,11,1102,2124,1726,995,496,174,68,19
m1114.off,0.159312147,0.014666693,0.009815303,1.000928079,74.16726053,447,199,149,127,105,76,107,85,679,488,64,0,0,0,0,64,545,350,261,32,16,28,24,39,45,297,348,358,139,54,32,22,49,234,355,346,214,65,26,6
m1113.off,0.218550713,0.037710858,0.012228699,1.001610428,36.51455613,450,390,366,322,218,149,88,59,1195,798,0,0,0,0,16,33,1401,80,386,74,43,33,0,25,310,815,296,300,236,65,15,5,126,480,565,390,273,146,45,17
m1147.off,0.897551585,0.900205902,0.378144583,1.196207513,29.42104414,290,234,188,139,86,86,83,43,129,191,207,76,124,169,186,67,118,175,194,299,196,96,40,31,111,317,287,217,152,47,13,5,60,276,305,258,152,70,25,3
m1140.off,2.175649949,14.3920268,0.463592041,1.173387101,4.556706568,3457,2720,2168,2191,1359,910,717,386,4910,2974,1711,1963,799,827,512,212,3032,3709,3648,2066,753,474,197,29,3655,4217,3898,1570,393,133,33,9,4292,4911,2999,1291,321,79,13,2
m1149.off,0.937836608,0.963403803,0.301830062,1.209008415,43.2404678,904,549,357,389,256,232,237,79,142,932,218,50,412,290,640,319,437,610,382,714,609,61,103,87,391,852,763,525,385,72,13,2,332,938,883,564,195,79,10,2
m1171.off,1.066120258,2.87085859,0.200399376,1.074570524,27.91973762,899,612,393,345,283,255,193,130,39,128,365,1144,969,350,76,39,346,671,598,565,418,327,153,32,265,771,919,678,316,113,36,12,246,704,883,672,383,155,56,11
