fileName,surfaceArea,compactness,boundingBoxVolume,diameter,eccentricity,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8
84.off,0.7212875181737574,1340.813653538017,0.28066281988982283,1.047580865020832,6.314398531583471,1571.0,1637.0,1095.0,786.0,663.0,524.0,392.0,182.0,209.0,1119.0,952.0,1235.0,1358.0,1066.0,637.0,274.0,608.0,1414.0,1633.0,1401.0,838.0,534.0,311.0,111.0,373.0,1287.0,1940.0,1688.0,938.0,453.0,141.0,30.0,401.0,1731.0,2222.0,1528.0,678.0,237.0,44.0,9.0
85.off,0.851656562347309,1255.3784180040946,0.2323722417678288,1.0801510576291145,21.165506864947915,1914.0,1988.0,1326.0,999.0,807.0,697.0,463.0,194.0,229.0,1150.0,1254.0,1555.0,1717.0,1215.0,803.0,465.0,582.0,1783.0,2120.0,1659.0,1160.0,638.0,353.0,93.0,261.0,1493.0,2620.0,2226.0,1168.0,460.0,132.0,28.0,433.0,1663.0,2532.0,2195.0,1132.0,370.0,53.0,10.0
91.off,0.9286286827378787,1106.4976533434824,0.3497907786667752,1.0700987016063845,6.911205639122897,1848.0,2119.0,1419.0,1141.0,839.0,662.0,432.0,180.0,486.0,945.0,1190.0,1378.0,1560.0,1699.0,920.0,462.0,569.0,1765.0,1873.0,1742.0,1267.0,870.0,441.0,113.0,236.0,1375.0,2229.0,2166.0,1534.0,745.0,291.0,64.0,557.0,2168.0,2769.0,1940.0,871.0,246.0,77.0,12.0
88.off,1.072757401937568,1175.0191720900311,0.625375750597935,1.1627210525190634,7.055805899404966,1739.0,1949.0,1486.0,1040.0,755.0,624.0,477.0,140.0,474.0,913.0,1083.0,1222.0,1367.0,1597.0,1097.0,457.0,576.0,1484.0,1749.0,1769.0,1361.0,805.0,365.0,101.0,430.0,1629.0,2322.0,1996.0,1096.0,549.0,158.0,30.0,477.0,2102.0,2577.0,1788.0,886.0,261.0,100.0,19.0
89.off,0.7643917333861463,1591.4406832394884,0.18586711259494193,1.0147786615687995,13.428024497646767,1631.0,1879.0,1278.0,910.0,702.0,658.0,427.0,169.0,172.0,1194.0,1325.0,1531.0,1596.0,982.0,537.0,317.0,621.0,1866.0,1998.0,1532.0,952.0,424.0,214.0,47.0,368.0,1501.0,2214.0,1836.0,1150.0,453.0,124.0,8.0,385.0,1475.0,2313.0,1977.0,1073.0,343.0,78.0,10.0
99.off,0.6834204266386308,1631.1381838978616,0.2814556428495223,1.0187136061003994,10.626147647081508,1583.0,1654.0,1081.0,824.0,644.0,478.0,435.0,182.0,213.0,1121.0,1087.0,1228.0,1320.0,1152.0,543.0,217.0,572.0,1413.0,1668.0,1486.0,915.0,539.0,229.0,59.0,314.0,1409.0,1891.0,1614.0,982.0,467.0,174.0,30.0,334.0,1599.0,2177.0,1578.0,750.0,337.0,86.0,20.0
98.off,0.6226249637919309,908.4681303224015,0.17827958141695283,1.0066545220008591,12.41715874087955,1577.0,1395.0,859.0,682.0,576.0,484.0,400.0,181.0,636.0,761.0,991.0,1144.0,1002.0,784.0,544.0,292.0,609.0,1470.0,1559.0,1098.0,769.0,416.0,185.0,48.0,196.0,983.0,1605.0,1623.0,1124.0,465.0,128.0,30.0,269.0,1204.0,1807.0,1583.0,845.0,342.0,85.0,19.0
100.off,0.8002962209779,1605.0447175184472,0.24795700080420338,1.0211394004483574,5.781866582168043,1625.0,1969.0,1489.0,1030.0,782.0,611.0,413.0,145.0,582.0,1174.0,1482.0,1758.0,1568.0,732.0,527.0,241.0,539.0,1540.0,2140.0,1701.0,1077.0,664.0,311.0,92.0,272.0,1419.0,2331.0,2134.0,1282.0,483.0,122.0,21.0,443.0,1788.0,2402.0,1925.0,1015.0,366.0,105.0,20.0
194.off,0.9280214506936472,1403.4505180939834,0.18163166422731436,1.0163052823352587,11.32008362549932,1801.0,2083.0,1422.0,1129.0,868.0,631.0,392.0,145.0,203.0,973.0,2180.0,1951.0,1274.0,1057.0,530.0,303.0,673.0,1853.0,2298.0,1708.0,1026.0,594.0,239.0,80.0,177.0,1000.0,1949.0,2127.0,1769.0,1014.0,365.0,70.0,292.0,1329.0,2091.0,2181.0,1495.0,783.0,256.0,44.0
181.off,0.7771462653506016,828.0250713909242,0.1241333775034,1.0088370507580455,21.846798938820175,1823.0,1651.0,1105.0,808.0,636.0,576.0,437.0,206.0,149.0,792.0,1370.0,1502.0,1278.0,894.0,721.0,536.0,648.0,1683.0,1820.0,1389.0,897.0,508.0,228.0,69.0,334.0,1368.0,2217.0,1833.0,999.0,401.0,77.0,13.0,253.0,1112.0,1874.0,1909.0,1283.0,582.0,198.0,31.0
195.off,0.9732653261779886,1302.5561811088953,0.15007093142007438,1.0381278153231888,7.747941045444056,1653.0,2166.0,1586.0,1145.0,816.0,631.0,388.0,139.0,416.0,2065.0,2544.0,1240.0,961.0,784.0,283.0,231.0,710.0,2314.0,2607.0,1526.0,772.0,363.0,179.0,53.0,219.0,1184.0,2224.0,2325.0,1615.0,704.0,212.0,41.0,268.0,1223.0,2158.0,2225.0,1614.0,757.0,235.0,44.0
183.off,1.4606246650200436,710.6393300063052,0.27117401950208253,1.0174704037005462,13.850735742547968,2305.0,2746.0,2081.0,1616.0,1197.0,807.0,506.0,155.0,136.0,560.0,1223.0,1606.0,1945.0,2042.0,2307.0,1594.0,540.0,1700.0,2183.0,2283.0,1980.0,1530.0,914.0,283.0,422.0,1908.0,3014.0,2877.0,1902.0,924.0,323.0,43.0,334.0,1601.0,2780.0,2977.0,2293.0,1097.0,291.0,40.0
197.off,0.9122603510896874,1379.209662017047,0.20919377565571595,1.0089043281981316,5.63267548777696,1349.0,1861.0,1509.0,1102.0,739.0,550.0,313.0,130.0,498.0,1676.0,2070.0,1632.0,953.0,374.0,225.0,125.0,645.0,1805.0,2297.0,1610.0,672.0,352.0,145.0,27.0,185.0,1176.0,2064.0,2033.0,1356.0,588.0,138.0,13.0,343.0,1393.0,2087.0,1961.0,1183.0,465.0,108.0,13.0
196.off,1.0077860219073547,1343.800679469983,0.30842226061494343,1.062454523757315,6.537060700624981,1260.0,1760.0,1521.0,1013.0,672.0,454.0,300.0,132.0,190.0,1331.0,2071.0,1813.0,1047.0,333.0,209.0,118.0,628.0,1705.0,1922.0,1594.0,800.0,322.0,115.0,26.0,301.0,1454.0,2201.0,1701.0,938.0,393.0,106.0,18.0,381.0,1612.0,2211.0,1719.0,783.0,315.0,76.0,15.0
182.off,1.0636582192814286,672.2385662215573,0.19407906987005175,1.0026288291600365,10.194781808323215,1952.0,2564.0,1853.0,1405.0,1068.0,837.0,466.0,138.0,216.0,475.0,1638.0,2154.0,2257.0,1514.0,1157.0,872.0,708.0,2003.0,2531.0,2285.0,1515.0,790.0,379.0,72.0,193.0,1136.0,2335.0,2810.0,2217.0,1185.0,358.0,49.0,308.0,1295.0,2510.0,2757.0,2093.0,999.0,284.0,37.0
186.off,0.983033772838245,646.0698726344588,0.17965968030178964,1.0313816135830642,15.358837031564294,1389.0,1554.0,1162.0,829.0,654.0,520.0,356.0,143.0,106.0,406.0,1276.0,1654.0,1136.0,974.0,546.0,509.0,508.0,1313.0,1586.0,1351.0,956.0,486.0,289.0,118.0,259.0,1123.0,1783.0,1780.0,1065.0,464.0,116.0,17.0,229.0,1068.0,1750.0,1846.0,1143.0,421.0,128.0,22.0
192.off,0.9038898517438717,1398.769989105495,0.09103323961434052,1.0206076744264552,55.83171856050443,1659.0,1646.0,1175.0,837.0,642.0,463.0,362.0,207.0,351.0,868.0,1067.0,1455.0,1430.0,1077.0,554.0,189.0,533.0,1468.0,1661.0,1400.0,1063.0,534.0,277.0,55.0,361.0,1676.0,2048.0,1576.0,885.0,368.0,72.0,5.0,207.0,885.0,1584.0,1783.0,1520.0,748.0,235.0,29.0
193.off,0.9242416387682679,1325.0321392383512,0.19047461193616805,1.0305497238524899,6.334933925178942,1425.0,1782.0,1358.0,1004.0,760.0,470.0,358.0,157.0,372.0,1681.0,2006.0,1481.0,1042.0,267.0,248.0,217.0,578.0,1751.0,2198.0,1425.0,697.0,426.0,189.0,50.0,321.0,1307.0,2020.0,1872.0,1142.0,498.0,144.0,10.0,296.0,1219.0,1969.0,1790.0,1250.0,573.0,181.0,36.0
187.off,0.8081301251023405,770.8307450305867,0.12632211830613535,1.0057954162690521,20.7183836614137,1816.0,1813.0,1185.0,827.0,712.0,603.0,463.0,209.0,144.0,752.0,1362.0,1572.0,1422.0,991.0,780.0,605.0,714.0,1736.0,1845.0,1469.0,958.0,558.0,268.0,80.0,312.0,1286.0,2038.0,2004.0,1271.0,536.0,156.0,25.0,289.0,1157.0,2095.0,2033.0,1317.0,572.0,147.0,18.0
191.off,1.6808289691576372,686.1142213227052,0.46850338793866725,1.1385118705331063,4.402559033565481,2180.0,3515.0,2851.0,2121.0,1568.0,916.0,460.0,155.0,534.0,962.0,2244.0,3764.0,2523.0,1822.0,1070.0,847.0,786.0,2381.0,3403.0,3310.0,2267.0,1245.0,339.0,35.0,315.0,1535.0,3048.0,3559.0,3015.0,1673.0,547.0,74.0,443.0,1888.0,3330.0,3536.0,2700.0,1411.0,389.0,69.0
185.off,0.90312486005348,800.3782059526717,0.1289550115252068,1.0066569839353765,50.05064002148382,638.0,516.0,390.0,289.0,265.0,203.0,130.0,58.0,186.0,327.0,444.0,611.0,529.0,134.0,85.0,173.0,272.0,481.0,498.0,440.0,380.0,218.0,134.0,66.0,144.0,521.0,654.0,557.0,344.0,204.0,47.0,18.0,114.0,422.0,672.0,604.0,435.0,182.0,46.0,14.0
184.off,1.06806879032118,863.2825896310279,0.1856861766310242,1.0112001603516705,12.17569715631143,954.0,1128.0,833.0,564.0,488.0,381.0,255.0,82.0,219.0,665.0,1025.0,1004.0,791.0,509.0,246.0,226.0,392.0,996.0,1191.0,1001.0,596.0,317.0,156.0,36.0,175.0,674.0,1098.0,1080.0,893.0,532.0,195.0,38.0,204.0,765.0,1196.0,1152.0,798.0,426.0,122.0,22.0
190.off,0.8906357000644258,1406.2187911990957,0.2191213922283424,1.0168867324024637,15.449602423518812,1567.0,1809.0,1420.0,966.0,730.0,518.0,338.0,152.0,200.0,1160.0,1811.0,1945.0,1340.0,584.0,263.0,197.0,627.0,1658.0,1961.0,1602.0,960.0,475.0,165.0,52.0,371.0,1702.0,2226.0,1723.0,990.0,371.0,103.0,14.0,308.0,1279.0,2109.0,1913.0,1186.0,519.0,156.0,30.0
189.off,1.80835953998451,1316.0890828793008,0.742967729981665,1.205210838277432,2.0888449680302656,2149.0,3448.0,3252.0,2262.0,1453.0,876.0,482.0,162.0,491.0,1777.0,3910.0,3239.0,2658.0,1505.0,305.0,199.0,779.0,2361.0,3317.0,3593.0,2602.0,1089.0,300.0,43.0,484.0,2438.0,3879.0,3775.0,2278.0,940.0,249.0,41.0,659.0,2746.0,4165.0,3390.0,1995.0,835.0,247.0,47.0
200.off,0.949732511456455,744.7121436771201,0.18373640991280418,1.0654095259123855,23.8485791846716,345.0,358.0,238.0,197.0,145.0,117.0,75.0,40.0,123.0,256.0,301.0,337.0,236.0,178.0,60.0,24.0,150.0,331.0,369.0,305.0,223.0,97.0,32.0,8.0,73.0,274.0,391.0,363.0,228.0,127.0,43.0,16.0,74.0,238.0,416.0,392.0,239.0,112.0,37.0,7.0
188.off,1.2899504268744668,1247.9149414471315,0.5558587317174193,1.1417281253543579,5.2340736598667394,1663.0,2036.0,1678.0,1269.0,898.0,582.0,365.0,112.0,398.0,1195.0,1766.0,1380.0,1508.0,1347.0,805.0,204.0,639.0,1436.0,1925.0,1942.0,1558.0,752.0,290.0,61.0,327.0,1457.0,2176.0,2210.0,1617.0,656.0,133.0,27.0,375.0,1652.0,2510.0,2058.0,1304.0,555.0,136.0,13.0
198.off,0.6403191359101634,696.9306543568135,0.09159818595478977,1.0076150046556622,25.714178092739207,2946.0,1974.0,1155.0,909.0,817.0,793.0,673.0,297.0,1374.0,1415.0,1462.0,1462.0,1241.0,1019.0,769.0,822.0,1118.0,2698.0,1986.0,1360.0,1105.0,829.0,383.0,85.0,327.0,1386.0,2218.0,2479.0,1859.0,946.0,302.0,47.0,352.0,1476.0,2425.0,2526.0,1857.0,742.0,168.0,18.0
199.off,1.051186935944887,619.3353510279253,0.14061378600472574,1.0344257417088127,12.866194955731247,1914.0,2141.0,1348.0,1081.0,835.0,697.0,482.0,149.0,162.0,590.0,2021.0,1674.0,1275.0,1090.0,898.0,937.0,636.0,1894.0,2217.0,1565.0,1039.0,728.0,436.0,132.0,181.0,953.0,1881.0,2206.0,1995.0,1087.0,315.0,29.0,215.0,928.0,1757.0,2240.0,1960.0,1132.0,356.0,59.0
35.off,2.6617156366294843,1924.8890723454974,0.4077820724046015,1.164082419766633,3.4700565513912913,2388.0,3776.0,3216.0,2609.0,1622.0,887.0,467.0,171.0,218.0,1176.0,1931.0,3015.0,2241.0,2618.0,2097.0,1840.0,642.0,1929.0,2989.0,3973.0,2541.0,1337.0,1258.0,467.0,214.0,1313.0,2842.0,3840.0,3391.0,2008.0,1175.0,353.0,494.0,2100.0,3773.0,3964.0,2875.0,1407.0,488.0,35.0
21.off,3.726685003678802,4383.594589985641,0.7024821284005492,1.1664555698943082,1.8680986924070897,1837.0,3595.0,3836.0,3002.0,1666.0,855.0,318.0,89.0,1311.0,3017.0,3471.0,3386.0,2078.0,1151.0,528.0,256.0,428.0,1404.0,2218.0,2943.0,3469.0,3402.0,1048.0,286.0,203.0,1169.0,2308.0,3453.0,3994.0,3022.0,964.0,85.0,349.0,1649.0,3022.0,3741.0,3404.0,2211.0,740.0,82.0
34.off,4.589810244619169,1825.0896262126298,0.9269366528057469,1.2564349661456977,1.680560031317173,1146.0,2349.0,2491.0,1820.0,1068.0,473.0,189.0,66.0,279.0,863.0,1687.0,1629.0,1303.0,1428.0,1653.0,760.0,284.0,856.0,1403.0,2216.0,2522.0,1505.0,668.0,148.0,147.0,753.0,1537.0,2258.0,2499.0,1747.0,601.0,60.0,265.0,1092.0,1902.0,2310.0,2158.0,1345.0,449.0,81.0
22.off,4.345069852133012,2518.6553037895933,0.7735707683628122,1.169543776963969,1.7265963605829031,1740.0,3619.0,3958.0,2840.0,1751.0,757.0,265.0,72.0,741.0,857.0,2110.0,2511.0,2007.0,3539.0,2016.0,1221.0,454.0,1272.0,1935.0,2576.0,3235.0,3311.0,1725.0,494.0,173.0,1038.0,2085.0,2998.0,3614.0,3243.0,1663.0,188.0,311.0,1534.0,2841.0,3454.0,3320.0,2384.0,1020.0,138.0
36.off,5.214219349941549,10006.425986813383,1.0054461169268536,1.3413799128605584,1.683750288241771,1008.0,2187.0,2367.0,1779.0,1055.0,430.0,194.0,56.0,965.0,2228.0,2014.0,1756.0,1178.0,703.0,125.0,107.0,328.0,856.0,1469.0,2032.0,2511.0,1352.0,496.0,32.0,148.0,740.0,1429.0,2082.0,2429.0,1710.0,502.0,36.0,155.0,764.0,1641.0,2120.0,2186.0,1510.0,615.0,85.0
37.off,5.400980711519606,3728.4458380978667,0.9393118620427658,1.270232275492928,1.2404188715500784,694.0,1544.0,1712.0,1222.0,683.0,270.0,114.0,31.0,423.0,715.0,1062.0,1210.0,924.0,900.0,892.0,144.0,189.0,554.0,848.0,1088.0,1614.0,1272.0,550.0,155.0,79.0,422.0,871.0,1273.0,1627.0,1373.0,564.0,61.0,132.0,603.0,1209.0,1446.0,1426.0,965.0,414.0,75.0
23.off,3.488743519675539,2840.070351830681,0.7254829750378201,1.1652354405254468,2.2700475750740297,1835.0,3661.0,3691.0,2936.0,1782.0,789.0,279.0,64.0,1430.0,2202.0,3104.0,3360.0,2447.0,1608.0,643.0,243.0,515.0,1469.0,2230.0,2848.0,3277.0,3386.0,1130.0,182.0,204.0,1064.0,2298.0,3196.0,3586.0,3123.0,1438.0,128.0,341.0,1776.0,3160.0,3799.0,3289.0,2007.0,618.0,47.0
27.off,5.132994789940633,5487.991991043108,1.056293780060875,1.3275472962305441,2.169953748433873,1860.0,3659.0,3910.0,2876.0,1674.0,791.0,281.0,86.0,580.0,1598.0,2755.0,3364.0,2668.0,2301.0,1416.0,455.0,512.0,1466.0,2159.0,3335.0,3761.0,2494.0,1254.0,156.0,308.0,1387.0,2723.0,3662.0,3875.0,2549.0,570.0,63.0,355.0,1635.0,2899.0,3678.0,3386.0,2234.0,837.0,113.0
33.off,4.298997447346338,2648.953228230536,0.8681193141320689,1.1683388569123963,1.3750871580840314,804.0,1745.0,2020.0,1490.0,771.0,372.0,115.0,32.0,616.0,1036.0,1303.0,1683.0,1600.0,557.0,343.0,211.0,190.0,607.0,953.0,1316.0,1679.0,1721.0,727.0,156.0,159.0,538.0,1114.0,1626.0,1917.0,1515.0,449.0,31.0,130.0,652.0,1315.0,1760.0,1681.0,1241.0,498.0,72.0
32.off,5.156177062617321,8569.884229064608,1.09014492799646,1.3284245901624878,2.015476660168557,1811.0,3642.0,3783.0,2818.0,1559.0,751.0,300.0,87.0,742.0,1724.0,2926.0,3193.0,2527.0,2090.0,1155.0,394.0,517.0,1368.0,2194.0,3195.0,3881.0,2304.0,1149.0,143.0,238.0,1240.0,2331.0,3509.0,3785.0,2804.0,769.0,75.0,356.0,1675.0,2986.0,3698.0,3341.0,2052.0,578.0,65.0
26.off,4.846324066617424,9688.289483831715,0.9005224013404769,1.2951294358410832,2.528438045092454,1876.0,3756.0,3857.0,2883.0,1647.0,775.0,308.0,107.0,688.0,1325.0,2083.0,2847.0,2751.0,3007.0,1929.0,579.0,527.0,1407.0,2308.0,3601.0,3592.0,2352.0,1292.0,130.0,246.0,1252.0,2533.0,3603.0,3939.0,2802.0,750.0,84.0,296.0,1516.0,2833.0,3707.0,3501.0,2357.0,879.0,120.0
30.off,2.0341880103936334,3035.1625067081236,0.5777941310728841,1.1874012997532255,3.7038129152407837,2740.0,3489.0,2863.0,2588.0,1690.0,979.0,492.0,165.0,266.0,1802.0,2037.0,2211.0,2549.0,3084.0,509.0,2548.0,892.0,2148.0,2993.0,2989.0,1996.0,1485.0,1805.0,698.0,458.0,2085.0,3405.0,3590.0,2581.0,1651.0,949.0,287.0,605.0,2720.0,3948.0,3509.0,2387.0,1275.0,475.0,87.0
24.off,4.29665614256562,1637.2929646119599,0.7665291606765414,1.1669782166893548,1.752185423707318,1809.0,3670.0,4035.0,2876.0,1704.0,798.0,281.0,73.0,560.0,737.0,1601.0,2150.0,2304.0,3331.0,3117.0,1446.0,420.0,1355.0,1935.0,2747.0,3380.0,3414.0,1625.0,370.0,192.0,989.0,2188.0,3085.0,3645.0,3403.0,1556.0,188.0,221.0,1407.0,2818.0,3641.0,3333.0,2575.0,1096.0,155.0
25.off,4.091693517942137,12030.509649717069,0.46422075238435223,1.1637513550765854,2.2992048596778862,1913.0,3666.0,3835.0,2712.0,1623.0,868.0,338.0,132.0,1835.0,3115.0,1924.0,1391.0,1048.0,1180.0,2159.0,2435.0,503.0,1430.0,2206.0,3631.0,3851.0,1898.0,1103.0,465.0,205.0,956.0,2042.0,3191.0,3887.0,3059.0,1458.0,289.0,328.0,1550.0,2805.0,3583.0,3435.0,2388.0,897.0,101.0
31.off,4.193549700403917,1500.9582908773984,0.9985436692807553,1.230467347186313,1.887724669035036,1761.0,3629.0,3870.0,2946.0,1670.0,859.0,352.0,140.0,595.0,796.0,2133.0,2402.0,3049.0,2457.0,2307.0,1488.0,364.0,1479.0,2261.0,3120.0,3674.0,2782.0,1296.0,251.0,155.0,1167.0,2603.0,3764.0,3884.0,2693.0,859.0,102.0,392.0,1847.0,3355.0,4000.0,3277.0,1800.0,505.0,51.0
40.off,3.308730838896591,9167.481700763015,0.3293800651203265,1.0821734401436764,3.1473758160416434,1936.0,3891.0,3539.0,2769.0,1677.0,914.0,355.0,84.0,1996.0,2970.0,1955.0,1643.0,1504.0,1983.0,984.0,2130.0,575.0,1469.0,2614.0,4216.0,2950.0,1839.0,1088.0,414.0,136.0,776.0,1733.0,2852.0,3673.0,3442.0,2108.0,445.0,275.0,1203.0,2346.0,3210.0,3373.0,2781.0,1633.0,344.0
28.off,3.71816378174341,4399.945663061361,0.7086005310722955,1.1647691776188516,1.816085650930289,1673.0,3543.0,3759.0,2990.0,1819.0,862.0,322.0,102.0,1110.0,2586.0,3359.0,3239.0,2512.0,1269.0,701.0,294.0,471.0,1340.0,2201.0,2725.0,3395.0,3421.0,1207.0,310.0,273.0,1261.0,2479.0,3304.0,3857.0,2881.0,934.0,81.0,326.0,1757.0,3234.0,3934.0,3379.0,1927.0,473.0,40.0
29.off,4.155049916840781,7396.905604283549,0.9515602960974424,1.2692822243741815,2.203072899596446,1850.0,3731.0,3781.0,2702.0,1689.0,891.0,371.0,112.0,361.0,1129.0,2022.0,2986.0,3314.0,2933.0,1864.0,518.0,628.0,1441.0,2275.0,3942.0,3354.0,2319.0,1054.0,114.0,295.0,1369.0,2650.0,3642.0,3856.0,2616.0,614.0,85.0,327.0,1631.0,3033.0,3505.0,3224.0,2362.0,893.0,152.0
39.off,5.0446605862342295,18375.310764241087,1.1499108119105261,1.240945020646906,1.660401289511526,1854.0,3409.0,4006.0,2969.0,1788.0,781.0,286.0,68.0,349.0,1323.0,2442.0,2805.0,2863.0,2687.0,1822.0,870.0,669.0,1230.0,1569.0,2278.0,3784.0,3334.0,2057.0,240.0,374.0,1242.0,2076.0,2672.0,3057.0,3463.0,2068.0,209.0,461.0,1787.0,2792.0,3166.0,3026.0,2466.0,1266.0,197.0
